target,kepid,kepler_name,ra,dec,teff,srad,smass,dist_pc
KIC 11252617,11252617,,295.69138,48.90377,6304.0,1.058,1.11,
KIC 8245108,8245108,,295.81485,44.19334,4604.0,0.501,0.514,
KIC 11296437,11296437,,291.57312,49.097771,7102.0,1.874,1.497,
KIC 11341164,11341164,,286.72897,49.154945,,,,
KIC 11462969,11462969,,295.56683,49.378029,5847.0,0.884,0.956,
KIC 7830321,7830321,,294.45444,43.500511,5544.0,0.875,0.761,
KIC 7841986,7841986,,297.73981,43.510319,5971.0,2.003,1.202,
KIC 7877820,7877820,,286.28693,43.61364,6558.0,1.431,1.096,
KIC 7914906,7914906,,298.81647,43.673321,7279.0,2.624,1.8,
KIC 8023317,8023317,,289.97034,43.82053,5870.0,2.3,1.239,
KIC 8126531,8126531,,300.16159,43.992931,4833.0,6.065,1.81,
KIC 8121067,8121067,,298.75574,43.964642,5714.0,0.901,0.939,
KIC 6197038,6197038,,289.30081,41.526508,5147.0,3.145,0.957,
KIC 6221385,6221385,Kepler-1641,296.35944,41.574532,6486.0,1.485,1.098,860.37
KIC 6362386,6362386,,291.26416,41.74884,7201.0,1.724,1.488,
KIC 8260269,8260269,,299.79675,44.163071,6461.0,1.131,1.162,
KIC 6449358,6449358,,293.89642,41.831772,7666.0,3.601,2.153,
KIC 6593968,6593968,,287.91104,42.014042,,,,
KIC 6674908,6674908,,286.1767,42.196529,4013.0,0.63,0.63,
KIC 11516930,11516930,,296.20621,49.47205,5491.0,0.887,0.776,
KIC 11558882,11558882,,291.73993,49.570808,6300.0,1.057,1.028,
KIC 11656928,11656928,,289.03772,49.712601,,,,
KIC 8042835,8042835,,296.40967,43.876019,6769.0,1.161,1.188,
KIC 11673686,11673686,,297.31537,49.706081,6195.0,1.781,1.0,
KIC 8153568,8153568,,286.90445,44.005508,7026.0,1.785,1.36,
KIC 8167938,8167938,,292.61746,44.002048,11360.0,4.712,3.504,
KIC 8167978,8167978,,292.63339,44.001839,5510.0,0.741,0.822,
KIC 8168581,8168581,,292.84973,44.060638,5783.0,0.88,0.977,
KIC 8230809,8230809,,290.89172,44.16885,5872.0,0.867,0.83,
KIC 8364115,8364115,,291.27151,44.376362,5927.0,0.86,0.944,
KIC 8458207,8458207,,300.09155,44.41481,6208.0,1.344,1.107,
KIC 6946681,6946681,,291.19293,42.49445,,,,
KIC 6946708,6946708,,291.20096,42.449989,5642.0,0.747,0.811,
KIC 6967278,6967278,,296.76535,42.404987,3599.0,98.38,1.688,
KIC 7108433,7108433,,288.82379,42.602341,7426.0,1.698,1.373,
KIC 7119080,7119080,,292.20297,42.640499,,,,
KIC 7129465,7129465,,295.13705,42.646999,5372.0,0.96,0.836,
KIC 7174617,7174617,,281.59381,42.710011,5022.0,0.589,0.589,
KIC 11724210,11724210,,297.02438,49.89217,5940.0,0.96,0.904,
KIC 11856178,11856178,,287.16504,50.113232,6122.0,0.964,1.041,
KIC 11867071,11867071,,293.48392,50.12513,6617.0,1.18,1.202,
KIC 11975363,11975363,,297.3342,50.311138,5721.0,0.961,0.956,
KIC 12207117,12207117,,290.55728,50.832722,,,,
KIC 8580438,8580438,,298.38272,44.61557,5516.0,0.988,0.825,
KIC 8581232,8581232,,298.57599,44.683788,4483.0,0.63,0.616,
KIC 8655458,8655458,,301.09857,44.76059,5388.0,0.885,0.802,
KIC 8695779,8695779,,294.3335,44.870853,6244.0,1.807,1.152,
KIC 8953059,8953059,,291.84222,45.2393,6435.0,1.157,1.186,
KIC 9048145,9048145,,299.39795,45.31823,6712.0,1.538,1.294,
KIC 9214712,9214712,,290.38962,45.681438,5873.0,0.863,0.954,
KIC 9214715,9214715,,290.39124,45.68161,6108.0,0.997,1.072,
KIC 7190639,7190639,,288.72083,42.71698,6669.0,1.427,1.251,
KIC 7198881,7198881,,291.34805,42.79454,6299.0,1.167,1.249,
KIC 7422883,7422883,,283.60733,43.004189,6826.0,1.52,1.307,
KIC 7464205,7464205,,296.85583,43.058311,6003.0,1.085,0.954,
KIC 7622059,7622059,,295.91998,43.28175,6428.0,1.436,1.049,
KIC 12367464,12367464,,296.41437,51.162006,6384.0,1.716,1.14,
KIC 12470041,12470041,,296.01483,51.34697,7517.0,3.226,1.98,
KIC 8179286,8179286,,296.27393,44.010441,6188.0,1.155,1.038,
KIC 9221398,9221398,,293.09286,45.691841,6399.0,1.289,1.246,
KIC 9411317,9411317,,294.66852,45.966431,4601.0,0.566,0.559,
KIC 9418619,9418619,,297.18176,45.988441,8914.0,2.867,2.357,
KIC 9532123,9532123,,294.17896,46.188431,5654.0,0.774,0.865,
KIC 9549471,9549471,,299.60898,46.115662,5812.0,0.96,0.912,
KIC 9649222,9649222,,291.85846,46.386452,5957.0,0.971,1.083,
KIC 9664215,9664215,,297.35962,46.343552,5761.0,0.791,0.881,
KIC 7750740,7750740,,290.99643,43.458752,6103.0,1.083,0.987,
KIC 7779942,7779942,,299.44345,43.449886,6731.0,1.876,1.42,
KIC 7835312,7835312,,295.97079,43.52969,5746.0,1.351,1.027,
KIC 7838906,7838906,,296.98563,43.581352,4289.0,35.695,1.863,
KIC 7908367,7908367,Kepler-1642,297.21216,43.643719,5254.0,1.514,0.937,413.873
KIC 7940533,7940533,,283.06628,43.743591,5495.0,0.798,0.812,
KIC 9714358,9714358,,293.54028,46.437279,4947.0,0.624,0.614,
KIC 9851123,9851123,,298.79437,46.680771,5478.0,0.812,0.906,
KIC 9966115,9966115,,297.44794,46.884319,6297.0,1.506,1.18,
KIC 10026458,10026458,,297.25943,46.987629,5763.0,0.998,1.107,
KIC 10139305,10139305,,291.14401,47.185459,5008.0,0.594,0.592,
KIC 10288922,10288922,,297.15894,47.319191,5993.0,0.986,1.093,
KIC 7974634,7974634,,296.58698,43.766918,6443.0,1.248,1.198,
KIC 8182107,8182107,,297.0672,44.0676,5808.0,1.22,1.097,
KIC 8043882,8043882,,296.7114,43.85815,5899.0,1.07,0.979,
KIC 8058507,8058507,,300.29269,43.811508,,,,
KIC 8095099,8095099,,290.91058,43.92947,6074.0,0.965,0.992,
KIC 8163784,8163784,,291.06699,44.071201,5505.0,0.776,0.848,
KIC 10659313,10659313,,289.22275,47.913891,6385.0,1.189,1.062,
KIC 10710755,10710755,,281.9364,48.010059,5796.0,0.904,0.885,
KIC 10727668,10727668,,290.43994,48.045101,9696.0,2.492,2.444,
KIC 10735519,10735519,,293.55737,48.04174,4822.0,12.899,2.785,
KIC 8197767,8197767,,301.03964,44.036179,4852.0,0.651,0.634,
KIC 10935310,10935310,,297.91592,48.33205,5949.0,1.083,0.876,
KIC 11021252,11021252,,287.35608,48.543091,6372.0,1.015,1.066,
KIC 11404644,11404644,,292.7561,49.264561,6184.0,1.094,1.022,
KIC 11408935,11408935,,294.78079,49.273621,5899.0,0.805,0.889,
KIC 8165617,8165617,,291.74231,44.074871,6698.0,1.37,1.273,
KIC 8181016,8181016,,296.7843,44.069012,5350.0,0.693,0.663,
KIC 8197761,8197761,,301.03876,44.071098,7301.0,1.717,1.384,
KIC 8223568,8223568,,287.9856,44.147202,6725.0,1.31,1.354,
KIC 8265156,8265156,,301.13428,44.100128,7193.0,1.671,1.46,
KIC 11519226,11519226,,297.07068,49.442451,5893.0,1.745,0.979,
KIC 11756821,11756821,,288.22913,49.904129,4608.0,0.658,0.73,
KIC 11769146,11769146,,294.81921,49.963631,5999.0,0.959,1.045,
KIC 11812199,11812199,,290.87125,50.052601,5910.0,0.94,1.032,
KIC 8263187,8263187,,300.63809,44.156269,5294.0,2.884,1.206,
KIC 11826400,11826400,,297.51343,50.07481,7249.0,2.071,1.537,
KIC 12010534,12010534,,290.02682,50.455391,5720.0,0.989,0.912,
KIC 7116117,7116117,,291.2699,42.692009,7589.0,2.169,1.809,
KIC 7868092,7868092,,280.7475,43.601841,7608.0,1.991,1.738,
KIC 9826171,9826171,,289.73468,46.64534,5971.0,0.868,0.898,
KIC 3936658,3936658,,285.54712,39.06329,,,,
KIC 4577484,4577484,,295.6828,39.618729,5424.0,2.11,1.11,
KIC 5005618,5005618,,290.12708,40.15947,6095.0,1.035,1.041,
KIC 4663658,4663658,,294.20782,39.789291,10346.0,2.449,2.609,
KIC 10847721,10847721,,285.13657,48.257301,8914.0,2.867,2.357,
KIC 10118942,10118942,,281.12289,47.16489,6362.0,2.27,1.36,
KIC 9471539,9471539,,294.41833,46.038712,7682.0,2.783,1.949,
KIC 5482603,5482603,,299.87357,40.607719,5780.0,1.0,1.0,
KIC 2305819,2305819,,292.08047,37.67461,6070.0,1.277,0.778,
KIC 9518710,9518710,,288.23862,46.118061,7056.0,2.785,1.836,
KIC 10284575,10284575,,295.83194,47.39381,7296.0,1.818,1.526,
KIC 3342952,3342952,,291.65018,38.40937,5689.0,0.976,0.918,
KIC 10338624,10338624,,291.49722,47.463509,7076.0,1.691,1.467,
KIC 5307990,5307990,,299.436,40.477852,9456.0,2.022,2.213,
KIC 2142501,2142501,,286.61902,37.504044,,,,
KIC 2713018,2713018,,291.4325,37.93618,6745.0,1.182,1.174,
KIC 8413968,8413968,,284.01102,44.49432,6181.0,1.227,1.044,
KIC 4376629,4376629,,294.50916,39.461109,5797.0,0.828,0.916,
KIC 8211605,8211605,,281.60605,44.184761,5182.0,0.666,0.646,
KIC 11098573,11098573,,297.97269,48.672981,5868.0,1.037,0.978,
KIC 9837586,9837586,,294.49814,46.691032,5780.0,1.0,1.0,
KIC 6021655,6021655,,283.42587,41.325531,5504.0,0.819,0.918,
KIC 8308682,8308682,,294.99933,44.213531,5381.0,0.811,0.903,
KIC 3344427,3344427,,292.00238,38.4352,4884.0,3.584,0.891,
KIC 6205481,6205481,,291.98618,41.55703,5333.0,0.688,0.74,
KIC 4474637,4474637,,294.34079,39.563118,5780.0,1.0,1.0,
KIC 8435232,8435232,,293.53409,44.477085,4040.0,0.527,0.525,
KIC 5217733,5217733,,298.93646,40.39175,9341.0,1.87,2.128,
KIC 5706592,5706592,,292.17029,40.907162,6250.0,0.986,1.052,
KIC 5716244,5716244,,294.96027,40.98698,5984.0,0.906,0.993,
KIC 5725851,5725851,,297.13116,40.921341,6715.0,5.97,2.114,
KIC 5731312,5731312,,298.25183,40.90353,4789.0,0.573,0.571,
KIC 5735878,5735878,,299.16174,40.92701,6300.0,2.755,1.223,
KIC 5736461,5736461,,299.2717,40.972389,5616.0,0.81,0.905,
KIC 5737869,5737869,,299.55539,40.996132,5649.0,0.875,0.787,
KIC 5771589,5771589,,284.58551,41.009579,6180.0,1.686,1.053,
KIC 8364232,8364232,,291.31281,44.38192,4348.0,0.646,0.636,
KIC 6670742,6670742,,284.33261,42.12709,7694.0,3.627,2.054,
KIC 6672229,6672229,,284.94107,42.113159,5722.0,1.0,1.037,
KIC 6676725,6676725,,286.92691,42.108849,6197.0,1.035,1.096,
KIC 6695622,6695622,,293.04248,42.11232,6153.0,0.993,1.065,
KIC 6695889,6695889,,293.10742,42.122589,6205.0,0.873,0.948,
KIC 6697716,6697716,,293.59467,42.143082,5067.0,0.715,0.686,
KIC 6697976,6697976,,293.6633,42.113079,,,,
KIC 6698670,6698670,,293.83826,42.122211,6269.0,1.508,1.065,
KIC 7541746,7541746,,295.63531,43.115688,,,,
KIC 7584778,7584778,,282.31512,43.266312,5672.0,0.853,0.742,
KIC 7588436,7588436,,284.17172,43.200809,6221.0,1.05,1.008,
KIC 7592529,7592529,,286.14291,43.236351,6140.0,1.206,0.941,
KIC 7592922,7592922,,286.33069,43.267929,5269.0,0.713,0.79,
KIC 7597703,7597703,,288.37411,43.294319,5938.0,0.755,0.844,
KIC 7602351,7602351,,290.12088,43.24361,5839.0,1.358,1.063,
KIC 7605600,7605600,,291.15067,43.285301,3520.0,0.349,0.358,
KIC 8312222,8312222,,296.1174,44.232841,5973.0,0.826,0.907,
KIC 8314801,8314801,,296.8732,44.241341,5657.0,1.168,0.846,
KIC 8316503,8316503,,297.29782,44.281658,6350.0,1.286,1.03,
KIC 8330575,8330575,,301.0209,44.232239,6367.0,1.468,1.066,
KIC 8345358,8345358,,282.11639,44.373489,5926.0,0.913,1.004,
KIC 8358008,8358008,,288.9664,44.35693,5185.0,0.705,0.673,
KIC 8362974,8362974,,290.85971,44.350922,5135.0,0.874,0.812,
KIC 8364119,8364119,,291.27377,44.371239,5623.0,0.763,0.853,
KIC 9278021,9278021,,290.65009,45.782429,6587.0,3.514,1.53,
KIC 9284741,9284741,,293.42542,45.760849,5256.0,0.802,0.745,
KIC 9286728,9286728,,294.15503,45.70723,5525.0,0.753,0.843,
KIC 9291368,9291368,,295.82617,45.78764,8117.0,3.07,1.922,
KIC 9291748,9291748,,295.94705,45.741562,5191.0,0.65,0.635,
KIC 9301564,9301564,,298.80557,45.759998,5696.0,1.292,0.916,
KIC 9304561,9304561,,299.68271,45.71133,5742.0,3.374,1.378,
KIC 9328852,9328852,,284.99713,45.886688,4399.0,0.463,0.48,
KIC 10089123,10089123,,296.89828,47.081059,6013.0,1.187,1.206,
KIC 10091257,10091257,,297.50986,47.054489,5826.0,1.262,1.091,
KIC 10093664,10093664,,298.20029,47.06292,7331.0,2.041,1.668,
KIC 10095512,10095512,,298.71655,47.014519,6033.0,1.026,0.961,
KIC 10098534,10098534,,299.58353,47.022888,5593.0,0.812,0.723,
KIC 10129482,10129482,,286.84036,47.173309,4627.0,0.526,0.53,
KIC 10155080,10155080,,296.69858,47.137741,6154.0,1.168,1.247,
KIC 10156064,10156064,,296.99341,47.146648,7652.0,1.921,1.707,
KIC 8555967,8555967,,290.3031,44.678089,5995.0,0.878,0.964,
KIC 11198723,11198723,,295.70044,48.834229,5970.0,0.908,0.996,
KIC 11199725,11199725,,296.07492,48.8591,5283.0,18.959,2.948,
KIC 11200773,11200773,,296.47736,48.85371,6018.0,0.794,0.853,
KIC 11228612,11228612,,282.60721,48.96825,6065.0,1.047,0.954,
KIC 11232745,11232745,,285.47064,48.927292,5419.0,0.795,0.885,
KIC 11233911,11233911,,286.12268,48.923439,5391.0,0.822,0.854,
KIC 11234677,11234677,,286.61768,48.996811,6440.0,1.241,1.153,
KIC 11235323,11235323,,287.04657,48.993229,5260.0,0.717,0.68,
KIC 3854496,3854496,,292.56421,38.931129,6247.0,1.066,1.122,
KIC 3858757,3858757,,293.66006,38.964008,5591.0,0.86,0.977,
KIC 3858767,3858767,,293.66177,38.964748,5582.0,0.85,0.937,
KIC 3858884,3858884,,293.69543,38.982792,6569.0,1.729,1.11,
KIC 3936061,3936061,,285.27823,39.088428,5847.0,0.849,0.882,
KIC 3938073,3938073,,286.15421,39.065708,6011.0,1.741,1.1,
KIC 3972391,3972391,,295.88843,39.027901,6428.0,1.109,0.992,
KIC 3972432,3972432,,295.89651,39.076359,5889.0,0.869,0.961,
KIC 3973002,3973002,,296.00211,39.000511,6024.0,0.9,0.985,
KIC 5025217,5025217,,295.43771,40.120998,6286.0,7.342,2.233,
KIC 5025234,5025234,,295.43936,40.147449,6594.0,1.138,1.158,
KIC 5025294,5025294,,295.45105,40.175652,5929.0,0.888,0.867,
KIC 5026187,5026187,,295.63986,40.19825,6564.0,3.837,1.757,
KIC 5031804,5031804,,296.83371,40.16124,6877.0,1.753,1.196,
KIC 5031882,5031882,,296.8522,40.166519,6028.0,2.412,1.122,
KIC 5036516,5036516,,297.87564,40.10746,5433.0,1.348,0.944,
KIC 5036530,5036530,,297.87741,40.120781,6333.0,1.523,1.338,
KIC 5781192,5781192,,288.69742,41.059231,5569.0,0.829,0.928,
KIC 5802285,5802285,,295.10843,41.074059,4963.0,0.701,0.781,
KIC 5802470,5802470,,295.15628,41.052559,5622.0,0.723,0.803,
KIC 5807579,5807579,,296.3493,41.072968,5993.0,1.485,1.046,
KIC 5809372,5809372,,296.73676,41.00066,6681.0,4.185,1.866,
KIC 5860347,5860347,,285.95218,41.14439,5190.0,0.899,0.823,
KIC 5871918,5871918,,290.34891,41.137829,3977.0,0.562,0.572,
KIC 5894825,5894825,,296.82806,41.192028,6831.0,2.106,1.511,
KIC 8374394,8374394,,294.96524,44.360481,4992.0,6.226,1.179,
KIC 6706287,6706287,,295.67706,42.111355,5446.0,0.961,0.825,
KIC 6715997,6715997,,297.83545,42.11039,5794.0,1.012,0.89,
KIC 6763884,6763884,,287.23486,42.263309,5821.0,1.033,1.022,
KIC 6766748,6766748,,288.36362,42.24807,6818.0,1.216,1.24,
KIC 6774408,6774408,,290.87341,42.277828,5922.0,0.921,0.881,
KIC 6778289,6778289,,292.10236,42.252239,6674.0,1.347,1.284,
KIC 6781047,6781047,,292.93964,42.244156,,,,
KIC 6781535,6781535,,293.07452,42.280258,5857.0,1.039,0.981,
KIC 8440062,8440062,,295.19839,44.419601,6295.0,2.049,1.237,
KIC 7622072,7622072,,295.9227,43.285881,5953.0,1.254,0.831,
KIC 7630658,7630658,,297.91519,43.256203,6011.0,1.267,0.966,
KIC 7631194,7631194,,298.05032,43.23317,4994.0,12.487,2.731,
KIC 7662209,7662209,,282.79242,43.374859,5017.0,0.688,0.663,
KIC 7663804,7663804,,283.69098,43.367691,5258.0,2.004,0.864,
KIC 7668648,7668648,,286.27698,43.339142,6126.0,0.915,0.994,
KIC 7670485,7670485,,287.12943,43.344131,5873.0,0.843,0.93,
KIC 7670617,7670617,,287.18448,43.367088,5030.0,0.65,0.717,
KIC 8367298,8367298,,292.4931,44.333439,5515.0,1.001,0.831,
KIC 8374499,8374499,,295.00055,44.321018,6099.0,0.919,1.0,
KIC 8378656,8378656,,296.29739,44.333,6284.0,1.093,0.986,
KIC 8378922,8378922,,296.3717,44.383541,5623.0,0.917,0.77,
KIC 8379547,8379547,,296.55756,44.31023,5030.0,0.587,0.587,
KIC 8381592,8381592,,297.1105,44.399872,5622.0,0.924,0.864,
KIC 8382339,8382339,,297.29306,44.355251,4840.0,15.355,3.121,
KIC 8394475,8394475,,300.42432,44.343601,5745.0,0.936,1.017,
KIC 8398290,8398290,,301.70032,44.380005,6596.0,2.176,1.415,
KIC 9328864,9328864,,285.00354,45.887951,5381.0,0.911,0.806,
KIC 9334490,9334490,,288.27121,45.87661,5220.0,0.695,0.665,
KIC 9340411,9340411,,291.0527,45.835129,5155.0,3.355,1.331,
KIC 9344623,9344623,,292.7402,45.80151,6522.0,1.105,1.135,
KIC 9353182,9353182,,295.85443,45.892208,6109.0,1.536,1.076,
KIC 9357275,9357275,,297.20245,45.849861,7742.0,2.094,1.687,
KIC 9357375,9357375,,297.23355,45.843262,3931.0,0.544,0.564,
KIC 9392702,9392702,,286.06958,45.900581,6425.0,1.143,1.04,
KIC 9394920,9394920,,287.33417,45.924709,,,,
KIC 8524110,8524110,,300.55823,44.570061,6056.0,1.196,0.975,
KIC 10163067,10163067,,298.9006,47.107769,6167.0,2.346,1.279,
KIC 10164018,10164018,,299.16739,47.185692,5602.0,0.732,0.832,
KIC 10189523,10189523,,283.01196,47.238602,5110.0,0.647,0.632,
KIC 10198109,10198109,,287.49353,47.224659,5870.0,1.63,0.775,
KIC 10208759,10208759,,292.25565,47.286301,6773.0,1.391,1.427,
KIC 10214328,10214328,,294.37708,47.289928,6917.0,1.837,1.383,
KIC 10215422,10215422,,294.75986,47.201931,5644.0,0.854,0.943,
KIC 10257903,10257903,,284.0842,47.373589,,,,
KIC 10258558,10258558,,284.45453,47.311951,6095.0,1.016,0.9,
KIC 11240948,11240948,,290.10678,48.903389,7094.0,2.17,1.379,
KIC 11241560,11241560,,290.43677,48.983452,5008.0,0.814,0.775,
KIC 11244571,11244571,,292.08185,48.96711,6306.0,1.109,0.991,
KIC 11250867,11250867,,294.97415,48.94458,6116.0,0.951,0.888,
KIC 11251058,11251058,,295.05701,48.976349,6850.0,1.53,1.35,
KIC 11282568,11282568,,282.93994,49.050289,5172.0,13.454,3.257,
KIC 11285625,11285625,,285.21619,49.08947,7216.0,2.804,1.682,
KIC 11286311,11286311,,285.63681,49.009109,5443.0,1.008,0.848,
KIC 1026032,1026032,,291.04407,36.729271,5951.0,0.702,0.796,
KIC 1293379,1293379,,291.11398,36.994061,5509.0,0.836,0.937,
KIC 3973504,3973504,,296.09506,39.055439,5896.0,0.916,1.008,
KIC 4042088,4042088,,286.8895,39.107368,,,,
KIC 4055092,4055092,,290.98013,39.186489,4831.0,0.54,0.548,
KIC 4067549,4067549,,294.19971,39.172379,5774.0,0.876,0.903,
KIC 4069063,4069063,,294.55844,39.13765,6140.0,1.187,0.899,
KIC 4069213,4069213,,294.5957,39.193748,6100.0,2.086,1.244,
KIC 4075064,4075064,,295.86926,39.148201,4867.0,0.613,0.665,
KIC 4076061,4076061,,296.07407,39.158192,5829.0,0.802,0.879,
KIC 4076952,4076952,,296.24484,39.185139,6468.0,2.048,1.196,
KIC 5036538,5036538,,297.87799,40.10796,4239.0,0.454,0.466,
KIC 5038469,5038469,,298.22311,40.172298,,,,
KIC 5039687,5039687,,298.4595,40.16156,5956.0,0.934,1.017,
KIC 5042785,5042785,,299.09546,40.19817,,,,
KIC 5078879,5078879,,284.11514,40.243561,6429.0,3.137,1.479,
KIC 5080346,5080346,,284.85397,40.208569,9451.0,2.679,2.441,
KIC 5080652,5080652,,285.02042,40.2985,5519.0,0.718,0.811,
KIC 5894972,5894972,,296.86258,41.147419,6541.0,2.652,1.519,
KIC 5951140,5951140,,288.88849,41.246738,3582.0,0.41,0.431,
KIC 5952309,5952309,,289.263,41.26638,6075.0,0.909,0.957,
KIC 5952457,5952457,,289.29977,41.278751,4949.0,0.741,0.715,
KIC 5962514,5962514,,292.53986,41.21159,6785.0,1.342,1.374,
KIC 5962716,5962716,,292.60831,41.225201,6271.0,1.515,1.261,
KIC 5966732,5966732,,293.7937,41.204491,6375.0,0.975,1.033,
KIC 5977541,5977541,,296.47546,41.241116,8847.0,1.685,1.643,
KIC 5977804,5977804,,296.53571,41.23901,6100.0,0.94,0.883,
KIC 6792124,6792124,,295.78482,42.285679,6224.0,2.368,1.337,
KIC 6804648,6804648,,298.48257,42.240379,6280.0,2.449,1.366,
KIC 6806632,6806632,,298.89075,42.209862,9454.0,1.832,2.144,
KIC 6841577,6841577,,283.77585,42.359322,5704.0,0.868,0.822,
KIC 6842345,6842345,,284.13208,42.350441,6116.0,1.02,0.969,
KIC 6852488,6852488,,288.47314,42.38007,7128.0,1.775,1.461,
KIC 6853172,6853172,,288.73029,42.334011,6268.0,1.1,1.188,
KIC 6859546,6859546,,290.72195,42.391571,5003.0,0.759,0.75,
KIC 8460634,8460634,,300.78308,44.489269,4820.0,13.654,2.009,
KIC 7671594,7671594,,287.63586,43.37077,3354.0,0.25,0.245,
KIC 7677005,7677005,,289.91574,43.390789,6894.0,1.419,1.317,
KIC 7687365,7687365,,293.41785,43.34285,5204.0,0.76,0.787,
KIC 7691527,7691527,,294.7326,43.349522,5591.0,0.756,0.812,
KIC 7695445,7695445,,295.90744,43.385979,6640.0,1.478,1.291,
KIC 7700500,7700500,,297.24039,43.397678,5110.0,0.711,0.704,
KIC 7700578,7700578,,297.26019,43.306358,6919.0,1.748,1.406,
KIC 7707736,7707736,,298.89764,43.394459,5629.0,0.783,0.875,
KIC 7733540,7733540,,283.01382,43.483109,,,,
KIC 8411947,8411947,,282.88736,44.43911,5284.0,0.807,0.783,
KIC 8414159,8414159,,284.12369,44.44035,6089.0,0.959,0.942,
KIC 8414216,8414216,,284.15799,44.45911,3787.0,0.505,0.514,
KIC 8415863,8415863,,285.05148,44.485138,5925.0,1.611,1.066,
KIC 8423903,8423903,,289.2308,44.412483,6821.0,2.73,1.733,
KIC 8429450,8429450,,291.31595,44.462849,6881.0,2.406,1.43,
KIC 8442795,8442795,,296.05728,44.461079,6018.0,0.733,0.807,
KIC 8443812,8443812,,296.38422,44.433418,5470.0,0.777,0.71,
KIC 8445775,8445775,,296.95325,44.46423,6175.0,1.436,0.97,
KIC 9397900,9397900,,289.04196,45.977081,6575.0,1.305,1.182,
KIC 9411943,9411943,,294.94177,45.929562,5880.0,1.087,0.854,
KIC 9412462,9412462,,295.12039,45.968552,5557.0,0.916,0.859,
KIC 9418994,9418994,,297.28387,45.95311,5260.0,4.062,1.73,
KIC 9451096,9451096,,284.8071,46.098003,6297.0,1.663,1.023,
KIC 9458266,9458266,,288.87769,46.059139,4201.0,0.566,0.552,
KIC 9466042,9466042,,292.3114,46.073318,,,,
KIC 9468296,9468296,,293.21976,46.05373,4961.0,0.753,0.725,
KIC 10264202,10264202,,287.42365,47.373341,5427.0,0.7,0.776,
KIC 10264293,10264293,,287.47986,47.360161,4885.0,0.72,0.773,
KIC 10268809,10268809,,289.68057,47.31781,6065.0,1.023,1.018,
KIC 10274244,10274244,,291.9364,47.309689,5359.0,0.708,0.673,
KIC 10275887,10275887,,292.59222,47.392277,5618.0,1.406,0.922,
KIC 10290021,10290021,,297.47162,47.39994,6215.0,2.05,1.37,
KIC 10290447,10290447,,297.59232,47.34536,4892.0,0.586,0.583,
KIC 10292465,10292465,,298.13632,47.384529,5426.0,0.784,0.726,
KIC 10294608,10294608,,298.73633,47.37743,5843.0,0.99,0.926,
KIC 11287726,11287726,,286.52194,49.069149,5335.0,0.719,0.803,
KIC 11288492,11288492,,287.04843,49.02861,5523.0,0.832,0.933,
KIC 11288772,11288772,,287.22009,49.053501,5836.0,1.048,1.044,
KIC 11295085,11295085,,290.85852,49.052189,7117.0,2.211,1.641,
KIC 11296724,11296724,,291.72018,49.084541,5838.0,0.897,0.992,
KIC 11350389,11350389,,291.8429,49.119099,5258.0,0.811,0.772,
KIC 11356602,11356602,,294.82391,49.158642,5866.0,1.198,1.045,
KIC 11358392,11358392,,295.62772,49.178242,6437.0,1.369,1.18,
KIC 1433531,1433531,,291.66547,37.076118,6248.0,1.996,1.218,
KIC 1717528,1717528,,290.57657,37.290539,6032.0,0.973,1.055,
KIC 1871483,1871483,,292.13239,37.388481,4861.0,0.709,0.689,
KIC 2012722,2012722,,291.01147,37.43364,7046.0,2.724,1.834,
KIC 2013883,2013883,,291.2832,37.419601,6218.0,1.726,1.263,
KIC 2161949,2161949,,291.8129,37.55587,5683.0,1.115,0.959,
KIC 2162994,2162994,,292.05801,37.592049,5610.0,0.808,0.813,
KIC 2167444,2167444,,292.99991,37.580139,7239.0,1.781,1.558,
KIC 4078693,4078693,,296.57791,39.111519,5496.0,1.669,1.063,
KIC 4142768,4142768,,287.26285,39.260021,5638.0,2.703,1.055,
KIC 4149684,4149684,,289.50229,39.211605,6098.0,1.083,1.034,
KIC 4150703,4150703,,289.76437,39.246231,5561.0,0.854,0.968,
